,onset,offset,min_duration_on,min_duration_off,precision,recall,f1_score
97,0.4,0.1,0.1,0.8,0.8601957102241145,0.7461146640441875,0.7725418436838392
98,0.4,0.1,0.1,1.0,0.8594283798345721,0.7498607940059986,0.7742118576939181
99,0.4,0.1,0.1,1.2,0.8582131308325464,0.7518579831472073,0.7743799471951144
100,0.4,0.1,0.2,0.5,0.8610266370632913,0.7443233584184696,0.7723271929942639
101,0.4,0.1,0.2,0.8,0.8601735318755762,0.7458350306746054,0.7723642378646914
102,0.4,0.1,0.2,1.0,0.8594283798345721,0.7498607940059986,0.7742118576939181
103,0.4,0.1,0.2,1.2,0.8582131308325464,0.7518579831472073,0.7743799471951144
104,0.4,0.1,0.5,0.5,0.8607991760049823,0.7427631708284618,0.7709716028726031
105,0.4,0.1,0.5,0.8,0.859973250754595,0.7444681865454456,0.7711653304929034
106,0.4,0.1,0.5,1.0,0.859228098713591,0.7484939498768388,0.77301295032213
107,0.4,0.1,0.5,1.2,0.8580128497115652,0.7504911390180474,0.7731810398233263
108,0.4,0.2,0.1,0.5,0.8892783207993183,0.7210982696855213,0.7697170394449412
109,0.4,0.2,0.1,0.8,0.8894256308550014,0.7231190876573999,0.77110982506181
110,0.4,0.2,0.1,1.0,0.8885412894959664,0.725006612902079,0.7715206522483382
111,0.4,0.2,0.1,1.2,0.886966008953937,0.7273472693242055,0.772179882009123
112,0.4,0.2,0.2,0.5,0.8892741081116944,0.7208885446583346,0.7695798257599746
113,0.4,0.2,0.2,0.8,0.8894214181673774,0.7229093626302132,0.7709726113768434
114,0.4,0.2,0.2,1.0,0.8885412894959664,0.725006612902079,0.7715206522483382
115,0.4,0.2,0.2,1.2,0.886966008953937,0.7273472693242055,0.772179882009123
116,0.4,0.2,0.5,0.5,0.8895207834870051,0.7189456597624371,0.7681527067633247
117,0.4,0.2,0.5,0.8,0.8896984951363389,0.7216936685906652,0.7700967235819052
118,0.4,0.2,0.5,1.0,0.8888183664649278,0.7237909188625309,0.7706447644533998
119,0.4,0.2,0.5,1.2,0.8872430859228985,0.7261315752846573,0.7713039942141847
120,0.4,0.3,0.1,0.5,0.9083583091221114,0.6970946103324231,0.7619832112756063
121,0.4,0.3,0.1,0.8,0.906585820541528,0.7052848126353459,0.7661961174341596
122,0.4,0.3,0.1,1.0,0.905439816736529,0.7080466544609726,0.7670393336601652
123,0.4,0.3,0.1,1.2,0.9046530904157044,0.7104280810407659,0.7681212035964521
124,0.4,0.3,0.2,0.5,0.9096701486456032,0.6967066795009808,0.7622982163935375
125,0.4,0.3,0.2,0.8,0.9071617367718945,0.7050487945231412,0.7662945940879056
126,0.4,0.3,0.2,1.0,0.9060157329668954,0.7078106363487678,0.767137810313911
127,0.4,0.3,0.2,1.2,0.9052290066460708,0.7101920629285613,0.768219680250198
128,0.4,0.3,0.5,0.5,0.9139931642904713,0.6933149415568909,0.7613207959057035
129,0.4,0.3,0.5,0.8,0.9117240605433997,0.703722842595615,0.7669469293679954
130,0.4,0.3,0.5,1.0,0.9105595354357356,0.7064846844212417,0.7677916253723472
131,0.4,0.3,0.5,1.2,0.9095096199436614,0.708866111001035,0.7687609108233753
132,0.4,0.5,0.1,0.5,0.9199553045874833,0.6705422917072267,0.7478160712052265
133,0.4,0.5,0.1,0.8,0.9160396502973239,0.6854660246015354,0.7551634883029423
134,0.4,0.5,0.1,1.0,0.9154558429953701,0.6882761764702832,0.7563934729218964
135,0.4,0.5,0.1,1.2,0.9146377355505925,0.6907728333684537,0.7575295548287757
136,0.4,0.5,0.2,0.5,0.9207077895227296,0.6702527868038524,0.7479371834804174
137,0.4,0.5,0.2,0.8,0.9168102214902841,0.6853008119229921,0.7553957160685917
138,0.4,0.5,0.2,1.0,0.9162264141883303,0.6881109637917399,0.7566257006875458
139,0.4,0.5,0.2,1.2,0.9154083067435527,0.6906076206899104,0.7577617825944251
140,0.4,0.5,0.5,0.5,0.9155901668542676,0.661912363877967,0.7418041836494831
141,0.4,0.5,0.5,0.8,0.91018911280626,0.680613505658912,0.7514897488634125
142,0.4,0.5,0.5,1.0,0.9095878168758866,0.6834236575276599,0.7527209117286389
143,0.4,0.5,0.5,1.2,0.908769709431109,0.6859203144258303,0.7538569936355181
144,0.6,0.1,0.1,0.5,0.8521307756933786,0.6967417367197926,0.7454447661826563
145,0.6,0.1,0.1,0.8,0.8521999044605251,0.6972250953719126,0.7458389080107088
146,0.6,0.1,0.1,1.0,0.8512164220649239,0.7011235370691951,0.747714550502046
147,0.6,0.1,0.1,1.2,0.8503708337856657,0.7011235370691951,0.7471159490547659
148,0.6,0.1,0.2,0.5,0.852113260944116,0.6965320116926061,0.7453084438974485
149,0.6,0.1,0.2,0.8,0.8521823897112626,0.697015370344726,0.7457025857255011
150,0.6,0.1,0.2,1.0,0.8512164220649239,0.7011235370691951,0.747714550502046
151,0.6,0.1,0.2,1.2,0.8503708337856657,0.7011235370691951,0.7471159490547659
152,0.6,0.1,0.5,0.5,0.8420845711777438,0.6925430010049906,0.7396386540183256
153,0.6,0.1,0.5,0.8,0.8421823897112624,0.693205892870755,0.7401853929408336
154,0.6,0.1,0.5,1.0,0.8412164220649236,0.6973140595952241,0.7421973577173786
155,0.6,0.1,0.5,1.2,0.8403708337856655,0.6973140595952241,0.7415987562700984
156,0.6,0.2,0.1,0.5,0.8803754392462215,0.6702842901460868,0.7377994397021381
157,0.6,0.2,0.1,0.8,0.8807369851820627,0.6748343693809821,0.7410085879998277
158,0.6,0.2,0.1,1.0,0.8807722626288056,0.6769316196528479,0.7422722348575058
159,0.6,0.2,0.1,1.2,0.8792254215604042,0.6793546794680501,0.7431936776721747
160,0.6,0.2,0.2,0.5,0.8803521899871809,0.6701323774268491,0.7376690035539448
161,0.6,0.2,0.2,0.8,0.8807369851820627,0.6748343693809821,0.7410085879998277
162,0.6,0.2,0.2,1.0,0.8807722626288056,0.6769316196528479,0.7422722348575058
163,0.6,0.2,0.2,1.2,0.8792254215604042,0.6793546794680501,0.7431936776721747
164,0.6,0.2,0.5,0.5,0.8740149937085849,0.665195363570771,0.7317530107194717
165,0.6,0.2,0.5,0.8,0.8745105700877231,0.6711345814785323,0.7360320111561452
166,0.6,0.2,0.5,1.0,0.874545847534466,0.6732318317503981,0.7372956580138234
167,0.6,0.2,0.5,1.2,0.8729990064660647,0.6756548915656004,0.7382171008284922
168,0.6,0.3,0.1,0.5,0.8992699319930832,0.6448399051281273,0.727052185041242
169,0.6,0.3,0.1,0.8,0.8990289071996018,0.6568985789324486,0.7345529707939291
170,0.6,0.3,0.1,1.0,0.8990289071996018,0.6590657375467098,0.7358742386881102
171,0.6,0.3,0.1,1.2,0.8990289071996018,0.661485574232629,0.7373479529919831
172,0.6,0.3,0.2,0.5,0.899245756109437,0.6444246322578916,0.7266770836562481
173,0.6,0.3,0.2,0.8,0.8990289071996018,0.6566214085342472,0.734304381001949
174,0.6,0.3,0.2,1.0,0.8990289071996018,0.6587885671485084,0.73562564889613
175,0.6,0.3,0.2,1.2,0.8990289071996018,0.6612084038344276,0.7370993632000028
176,0.6,0.3,0.5,0.5,0.8827648917142134,0.6343893655478512,0.7145247945817657
177,0.6,0.3,0.5,0.8,0.8822939443777177,0.6483066158430038,0.7233267791551736
178,0.6,0.3,0.5,1.0,0.8822939443777177,0.650473774457265,0.7246480470493547
179,0.6,0.3,0.5,1.2,0.8822939443777177,0.6528936111431841,0.7261217613532277
180,0.6,0.5,0.1,0.5,0.9115103311250518,0.5920888176736309,0.69075353859029
181,0.6,0.5,0.1,0.8,0.9106838429341038,0.618473607806486,0.7087291024831661
182,0.6,0.5,0.1,1.0,0.9107774324273494,0.6221910670626736,0.7115581187152148
183,0.6,0.5,0.1,1.2,0.9108292454987604,0.6285556528895561,0.7160164347562601
184,0.6,0.5,0.2,0.5,0.9114903981618668,0.590758540765729,0.6896912548409988
185,0.6,0.5,0.2,0.8,0.9106838429341038,0.618473607806486,0.7087291024831661
186,0.6,0.5,0.2,1.0,0.9107774324273494,0.6221910670626736,0.7115581187152148
187,0.6,0.5,0.2,1.2,0.9108292454987604,0.6285556528895561,0.7160164347562601
188,0.6,0.5,0.5,0.5,0.8846130842777269,0.5688426379682597,0.6642809825754881
189,0.6,0.5,0.5,0.8,0.8939790827605902,0.6070644106881639,0.6949724840588267
190,0.6,0.5,0.5,1.0,0.8941091471307746,0.611030454394013,0.6980243471997916
191,0.6,0.5,0.5,1.2,0.8942578169273319,0.6188393859756697,0.7041033220115241
192,0.8,0.1,0.1,0.5,0.8143156691649164,0.6025867986707214,0.6672427386235769
193,0.8,0.1,0.1,0.8,0.814418284306998,0.6030839675700447,0.6677046747349662
194,0.8,0.1,0.1,1.0,0.813308766826901,0.6052217431797164,0.6685623485832839
195,0.8,0.1,0.1,1.2,0.813308766826901,0.6052217431797164,0.6685623485832839
196,0.8,0.1,0.2,0.5,0.8142799416377028,0.6024348859514838,0.6670953395551225
197,0.8,0.1,0.2,0.8,0.814418284306998,0.6030839675700447,0.6677046747349662
198,0.8,0.1,0.2,1.0,0.813308766826901,0.6052217431797164,0.6685623485832839
199,0.8,0.1,0.2,1.2,0.813308766826901,0.6052217431797164,0.6685623485832839
200,0.8,0.1,0.5,0.5,0.8142799416377028,0.6024348859514838,0.6670953395551225
201,0.8,0.1,0.5,0.8,0.814418284306998,0.6030839675700447,0.6677046747349662
202,0.8,0.1,0.5,1.0,0.813308766826901,0.6052217431797164,0.6685623485832839
203,0.8,0.1,0.5,1.2,0.813308766826901,0.6052217431797164,0.6685623485832839
204,0.8,0.2,0.1,0.5,0.8386067096685565,0.5807891706345873,0.6590759230017885
205,0.8,0.2,0.1,0.8,0.8387258211208161,0.5829222191398649,0.6606867653840439
206,0.8,0.2,0.1,1.0,0.8387258211208161,0.5829222191398649,0.6606867653840439
207,0.8,0.2,0.1,1.2,0.8371633876596719,0.5853672755985423,0.6616352970165081
208,0.8,0.2,0.2,0.5,0.8385784789841311,0.5806648784097566,0.6589539770251206
209,0.8,0.2,0.2,0.8,0.8387258211208161,0.5829222191398649,0.6606867653840439
210,0.8,0.2,0.2,1.0,0.8387258211208161,0.5829222191398649,0.6606867653840439
211,0.8,0.2,0.2,1.2,0.8371633876596719,0.5853672755985423,0.6616352970165081
212,0.8,0.2,0.5,0.5,0.8383749727681249,0.5785645572384022,0.6567068885071194
213,0.8,0.2,0.5,0.8,0.8385223149048098,0.5808218979685105,0.6584396768660428
214,0.8,0.2,0.5,1.0,0.8385223149048098,0.5808218979685105,0.6584396768660428
215,0.8,0.2,0.5,1.2,0.8369598814436656,0.5832669544271879,0.659388208498507
216,0.8,0.3,0.1,0.5,0.8569593852218625,0.5576561244701866,0.6488213860740899
217,0.8,0.3,0.1,0.8,0.8571237867064516,0.5668302056434976,0.655171977461884
218,0.8,0.3,0.1,1.0,0.856375210218639,0.5668302056434976,0.6546171672043496
219,0.8,0.3,0.1,1.2,0.856375210218639,0.5692500423294168,0.6560971626827683
220,0.8,0.3,0.2,0.5,0.856935072565648,0.5575456424925592,0.6487123505778746
221,0.8,0.3,0.2,0.8,0.8571237867064516,0.5668302056434976,0.655171977461884
222,0.8,0.3,0.2,1.0,0.856375210218639,0.5668302056434976,0.6546171672043496
223,0.8,0.3,0.2,1.2,0.856375210218639,0.5692500423294168,0.6560971626827683
224,0.8,0.3,0.5,0.5,0.8567810824426254,0.5541679842707462,0.6451256854938088
225,0.8,0.3,0.5,0.8,0.8569697965834291,0.5640870538761468,0.6521493130126672
226,0.8,0.3,0.5,1.0,0.8562212200956165,0.5640870538761468,0.6515945027551328
227,0.8,0.3,0.5,1.2,0.8562212200956165,0.5665068905620658,0.6530744982335515
228,0.8,0.5,0.1,0.5,0.8729498832494454,0.5113007289264346,0.6171050588078173
229,0.8,0.5,0.1,0.8,0.8732879627770622,0.5276938325584604,0.629852888254441
230,0.8,0.5,0.1,1.0,0.8732983159823597,0.5342882701732355,0.6345961930446863
231,0.8,0.5,0.1,1.2,0.8723462803432508,0.5368233371775317,0.6355319147562003
232,0.8,0.5,0.2,0.5,0.8729330475181268,0.5107953562758314,0.6166550132550104
233,0.8,0.5,0.2,0.8,0.8732879627770622,0.5276938325584604,0.629852888254441
234,0.8,0.5,0.2,1.0,0.8732983159823597,0.5342882701732355,0.6345961930446863
235,0.8,0.5,0.2,1.2,0.8723462803432508,0.5368233371775317,0.6355319147562003
236,0.8,0.5,0.5,0.5,0.8628232835738271,0.4968406457353197,0.6016174721415615
237,0.8,0.5,0.5,0.8,0.8732760647883169,0.5209170373672238,0.6235947929055583
238,0.8,0.5,0.5,1.0,0.8732983159823597,0.5290441367508207,0.6296163863292566
239,0.8,0.5,0.5,1.2,0.8723462803432508,0.531579203755117,0.6305521080407707
240,0.9,0.1,0.1,0.5,0.7666852802346881,0.5379242928281804,0.6062454940189574
241,0.9,0.1,0.1,0.8,0.7667782131948777,0.5394390175171617,0.6071597948638854
242,0.9,0.1,0.1,1.0,0.7656708885877063,0.5416591965199097,0.6080838047545541
243,0.9,0.1,0.1,1.2,0.7656708885877063,0.5416591965199097,0.6080838047545541
244,0.9,0.1,0.2,0.5,0.7666852802346881,0.5379242928281804,0.6062454940189574
245,0.9,0.1,0.2,0.8,0.7667782131948777,0.5394390175171617,0.6071597948638854
246,0.9,0.1,0.2,1.0,0.7656708885877063,0.5416591965199097,0.6080838047545541
247,0.9,0.1,0.2,1.2,0.7656708885877063,0.5416591965199097,0.6080838047545541
248,0.9,0.1,0.5,0.5,0.7668709753149875,0.5364385827361297,0.6052835532488798
249,0.9,0.1,0.5,0.8,0.7669639082751771,0.5379533074251109,0.6061978540938078
250,0.9,0.1,0.5,1.0,0.7658565836680057,0.5401734864278587,0.6071218639844765
251,0.9,0.1,0.5,1.2,0.7658565836680057,0.5401734864278587,0.6071218639844765
252,0.9,0.2,0.1,0.5,0.7926029216482242,0.5161312853167422,0.5965660459474298
253,0.9,0.2,0.1,0.8,0.7926559013170462,0.5188427857168015,0.5985403293367199
254,0.9,0.2,0.1,1.0,0.7929667287221953,0.5220018649929546,0.6005197926194701
255,0.9,0.2,0.1,1.2,0.7913993391892216,0.524529324844708,0.6015383929780476
256,0.9,0.2,0.2,0.5,0.7926029216482242,0.5161312853167422,0.5965660459474298
257,0.9,0.2,0.2,0.8,0.7926559013170462,0.5188427857168015,0.5985403293367199
258,0.9,0.2,0.2,1.0,0.7929667287221953,0.5220018649929546,0.6005197926194701
259,0.9,0.2,0.2,1.2,0.7913993391892216,0.524529324844708,0.6015383929780476
260,0.9,0.2,0.5,0.5,0.7926029216482242,0.5143238153052045,0.595192210034576
261,0.9,0.2,0.5,0.8,0.7926559013170462,0.5174840387834179,0.5975553454436391
262,0.9,0.2,0.5,1.0,0.7929667287221953,0.520643118059571,0.5995348087263892
263,0.9,0.2,0.5,1.2,0.7913993391892216,0.5231705779113244,0.6005534090849666
264,0.9,0.3,0.1,0.5,0.8083816998831539,0.4951408815420908,0.585578198477657
265,0.9,0.3,0.1,0.8,0.8083929861345847,0.5025954599382644,0.5910031195764774
266,0.9,0.3,0.1,1.0,0.8083929861345847,0.5060611779032164,0.5937064488067111
267,0.9,0.3,0.1,1.2,0.8075387168643573,0.5099965017507928,0.5955533935779175
268,0.9,0.3,0.2,0.5,0.8083816998831539,0.4951408815420908,0.585578198477657
269,0.9,0.3,0.2,0.8,0.8083929861345847,0.5025954599382644,0.5910031195764774
270,0.9,0.3,0.2,1.0,0.8083929861345847,0.5060611779032164,0.5937064488067111
271,0.9,0.3,0.2,1.2,0.8075387168643573,0.5099965017507928,0.5955533935779175
272,0.9,0.3,0.5,0.5,0.8083816998831539,0.49291711038644354,0.5838145668085848
273,0.9,0.3,0.5,0.8,0.8083929861345847,0.501349941915996,0.5900753179306824
274,0.9,0.3,0.5,1.0,0.8083929861345847,0.504815659880948,0.592778647160916
275,0.9,0.3,0.5,1.2,0.8075387168643573,0.5087509837285245,0.5946255919321224
276,0.9,0.5,0.1,0.5,0.8235819356713624,0.45014221189642906,0.5543573661933265
277,0.9,0.5,0.1,0.8,0.8238531542710846,0.46300487967510207,0.5650025429009129
278,0.9,0.5,0.1,1.0,0.8238531542710846,0.47189017827845675,0.5716005081242643
279,0.9,0.5,0.1,1.2,0.8238531542710846,0.47886495795503536,0.5766542936554605
280,0.9,0.5,0.2,0.5,0.8235819356713624,0.44975811083517203,0.5540190585489181
281,0.9,0.5,0.2,0.8,0.8238531542710846,0.46300487967510207,0.5650025429009129
282,0.9,0.5,0.2,1.0,0.8238531542710846,0.47189017827845675,0.5716005081242643
283,0.9,0.5,0.2,1.2,0.8238531542710846,0.47886495795503536,0.5766542936554605
284,0.9,0.5,0.5,0.5,0.8132747846364261,0.43986509439745314,0.5428625405112095
285,0.9,0.5,0.5,0.8,0.8238531542710846,0.4599117527873861,0.5623658714162647
286,0.9,0.5,0.5,1.0,0.8238531542710846,0.47075788916730377,0.5707394981268237
287,0.9,0.5,0.5,1.2,0.8238531542710846,0.4777326688438822,0.5757932836580198
